sent,codes,test
"""Really, there's no reason to complexify your task with non-blocking I/O.""","[""'Usability'""]",0.950855568
"""It's an accepted thin wrapper that allows you to switch logging frameworks on application startup by switching jars on the runtime classpath.""","[""'Usability'""]",0.111125037
"""Things that are unbearably difficult to use in the JDK (e.g.""","[""'Usability'""]",0.894400245
"""Add cookies like A Header: CODESNIPPET_JAVA1 .""","[""'Others'""]",0.209272884
"""I fully understand why this happens, but it is not ideal for what we're trying to achieve.""","[""'Usability'""]",0.70378365
"""Only disadvantage of VE is that it uses eclipse callisto (there is noofficial build for ganymede, or europa), so effectively you have touse two eclipses one for VE and one for rest of developement.""","[""'Usability'""]",0.140144086
"""@Will - If this question is closed, what happens to the bounty?""","[""'Others'""]",0.649235257
""" You use URL_http://java.sun.com/javase/6/docs/api/java/lang/String.html [CODETERM1] when an immutable structure is appropriate; obtaining a new character sequence from a CODETERM2 may carry an unacceptable performance penalty, either in CPU time or memory (obtaining substrings is CPU efficient because the data is not copied, but this means a potentially much larger amount of data may remain allocated).""","[""'Performance'""]",0.104898242
"""Read/convert an InputStream to a String.""","[""'Others'""]",0.080109933
"""What are the advantages and disadvantages of using a Java applet for authentication as part of a web application?""","[""'Security'"", ""'Usability'""]",0.132687567
"""I had more luck with which is also based on Eclipse, simply adding a few plugins to it as many other commercial products do.""","[""'Usability'""]",0.763473388
"""I would use Swing.""","[""'Usability'""]",0.707755063
"""concise, but incomplete, it misses the fundamental reason to use StringBuilder/Buffer and that is to reduce or eliminate the re-allocation and array copy of the regular String concatenation behavior.""","[""'Usability'""]",0.555197927
"""The question close nannies strike again!.""","[""'Community'""]",0.314778218
"""I believe that Axis2 also exposes XML -> Model methods (Axis 1 hid this part, annoyingly).""","[""'Others'""]",0.485566312
"""Here's the bridge: URL_http://logging.apache.org/log4j/2.x/log4j-slf4j - impl/.""","[""'Others'""]",0.451651056
"""It is not Swing, but rather a planned enhancement to make building Swing applications much easier.""","[""'Usability'""]",0.343722515
"""Now I see that this could have been two seperate questions: 1.""","[""'Others'""]",0.880039659
"""Here's an option from my URL_http://northconcepts.com/data-pipeline/ [data- migration-library] that uses xpath plus the built-in, generic record class instead of creating a new bean class.""","[""'Others'""]",0.419518965
"""Or even more simple: new String(Files.readAllBytes(FileSystems.getDefault().getPath( filename)));.""","[""'Usability'""]",0.238943839
"""In addition, I have the following Java class: CODESNIPPET_JAVA2 .""","[""'Others'""]",0.4776206
"""Wrt speed, if it's fast enough, it's fast enough.""","[""'Performance'""]",0.334777342
"""Thanks.""","[""'OnlySentiment'""]",0.680220711
"""Can someone tell me what the recorder is used for?""","[""'Usability'""]",0.099081171
"""user268098: I think most Java JSON handling libraries have issues with cyclic dependencies, and most have some ways to either exclude just references, or handle them with annotations (I added an answer in the other question to point out one way to do that with Jackson).""","[""'Bug'""]",0.639387002
"""For example, let's say I have the following JSON: CODESNIPPET_JAVA1 .""","[""'Others'""]",0.813068751
"""Because AWT uses native GUI widgets, your OS knows about them and handles putting them in front of each other, etc., whereas Swing widgets are meaningless pixels within a window from your OS's point of view.""","[""'Portability'""]",0.346712454
"""negative) feedback about Jackson?""","[""'Community'""]",0.500662628
"""It's so easy if you know every minor parts of this applications.""","[""'Usability'""]",0.691395415
"""The idea here is to keep an open connection to the server at all times that is just waiting for the server to do something with it.""","[""'Others'""]",0.913320623
"""+1000 for Keyczar.""","[""'OnlySentiment'""]",0.790269279
"""below is the code i am using.. CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.693471558
"""(Apologies for labouring the point, but this simply doesn't correspond to my experience).""","[u""'Usability'""]",0.995059741
"""javac 1.6.0_21 throws the error cannot find symbol.""","[""'Bug'""]",0.431932612
"""If you have CODETERM1 object, how should you process that object and produce a CODETERM2 ?""","[""'Others'""]",0.270383753
"""After reading through erickson's suggestions, and gleaning what I could from a couple other postings and this example URL_http://cs.saddleback.edu/rwatkins/CS4B/Crypto/FileEncryptor.html [here] , I've attempted to update Doug's code with the recommended changes.""","[""'Others'""]",0.903053825
"""Three connections can be faster than one, briefly at the start of a transfer.""","[""'Performance'""]",0.768335841
"""I think that will be good.""","[""'OnlySentiment'""]",0.339477845
"""Decision tree: 1.""","[""'Others'""]",0.120522576
"""Next releases will support clustering and partitioning Apache 2 license: free for any use Much more .""","[""'Usability'"", ""'Legal'""]",0.421166021
"""Where is the difference?""","[""'Others'""]",0.252050089
"""For instance, you may want to look at JavaFX if you need a rich UI; or using SWT in your application.""","[""'Usability'""]",0.886904567
"""Like another commentator mentioned, it does have its scalability issues.""","[""'Performance'""]",0.561379765
"""If the key generator cannot generate 256-bit keys for you, then the URL_http://java.sun.com/javase/6/docs/api/javax/crypto/Cipher.html [CODETERM1] class probably doesn't support AES 256-bit either.""","[""'Usability'""]",0.133982162
"""@Per Wiklander I disagree with you.""","[""'OnlySentiment'""]",0.92221527
"""Not saying it isn't an issue.""","[""'Usability'""]",0.196274046
"""Swing apps no loger feel jerky and unrepsonsive and an accumulation of minor improvements result in a more professional looking GUI.""","[""'Performance'""]",0.020812011
"""There are some special cases where the platform default is what you want, but they are rare, and you should be able justify your choice.""","[""'Usability'""]",0.147940227
"""Hector is mavenized.""","[u""'Others'""]",0.793163115
"""Most java json libs do not deal with cyclic deps -- that's more domain of object serialization frameworks.""","[""'Usability'""]",0.108474533
"""Both are quite good but I prefer the latter.""","[""'OnlySentiment'""]",0.30470798
"""won't the code in Arrays.fill() contain a loop...""","[""'Others'""]",0.805604916
"""I now know that I'm not going to be using log4j as my default framework any more.""","[""'Usability'""]",0.101035019
"""Can one map a port on the default interface to a domain socket?""","[""'Others'""]",0.730558353
"""Shiro defaults almost everything to sane defaults and you can override or configure only what you need.""","[""'Usability'""]",0.40805109
"""It does however support searching with highlighting.""","[""'Usability'""]",0.952833912
"""CODESNIPPET_JAVA2 .""","[""'Others'""]",0.370824983
"""There is a URL_http://docs.oracle.com/javafx/2/webview/jfxpub-webview.htm [webkit-based-component-to-display-HTML] .""","[""'Others'""]",0.694368482
"""Best solution?""","[""'Documentation'""]",0.530815087
"""Please comment on my answer if you still have problems it doesn't address.""","[""'Others'""]",0.322416812
"""Since Swing components handle their own painting (rather than using native API's like DirectX on Windows) you may run into graphical glitches.""","[""'Bug'""]",0.113802452
""":-/.""","[""'Others'""]",0.32110128
"""Is that right?""","[u""'OnlySentiment'""]",0.1315409
"""For the current source, see the classes URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/Files.java [Files] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharStreams.java [CharStreams] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/ByteSource.java [ByteSource] and URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharSource.java [CharSource] in URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io [com.google.common.io] package.""","[""'Others'""]",0.807216905
""""" I assumed that a stream is already present in the situation.""","[""'Others'""]",0.102085245
"""does it need to be platform independent?""","[""'Portability'""]",0.111046323
"""You should take a look at the Terracotta Reference Web Application - Examinator.""","[""'Others'""]",0.54708847
"""It does however require mapping annotations for each field.""","[""'Usability'""]",0.15599623
"""So, in a CBC implementation, order is important.""","[u""'Usability'""]",0.392455891
"""I think that URL_http://htmlcleaner.sourceforge.net/ [HTML-Cleaner] is what you're looking for.""","[""'OnlySentiment'""]",0.878340018
"""The json.org library does pretty well with serializing basic beans with reflection, but doesn't have these advanced features.""","[""'Usability'""]",0.860663989
"""Related: URL_http://stackoverflow.com/questions/2377467/if-swing-has-more - features-to-design-a-form-then-what-is-the-use-of-awt-in-java.""","[""'Others'""]",0.415283653
"""No need for commons-codec or anything else.""","[""'Others'""]",0.357194275
"""I get java.io.StreamCorruptedException: invalid stream header.""","[""'Bug'""]",0.098404777
"""I would like to suggest another framework: Apache Pivot URL_http://pivot.apache.org/ [ URL_http://pivot.apache.org/ ] .""","[""'OnlySentiment'""]",0.232604134
"""Actually JAX-RS is an API while CXF, Jersey, RESTEasy are implementations.""","[""'Others'""]",0.861099656
"""You're likely to be using a number of components which may all use different logging APIs.""","[""'Usability'""]",0.135713022
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.997352757
"""and how's your experience with dom4j?""","[""'Usability'""]",0.988183894
"""The comment in your code example isn't 100% correct.The actual formatting of the message is performed lazily by Logback so it will only happen if the event is really handled by an appender the appender requires the formatted message - which wouldn't happen in case of e.g.""","[""'Usability'""]",0.65013082
"""Its very handy.""","[""'Usability'""]",0.386445264
"""Much nicer than defining them in web.xml.""","[""'Usability'""]",0.103157196
"""This may not be a satisfactory answer to your question, still: You might want to evaluate existing service providers for the task and either include their product or integrate one via web services.""","[""'Performance'""]",0.824078484
"""After all, with just GET you shouldn't be changing any state anywhere (well, not state worth the name; server logs don't count).""","[""'Others'""]",0.852724551
"""One can address this problem by re-using the same instance of HttpClient for new requests.""","[""'Usability'""]",0.742755329
"""But fundementally this is better.""","[""'OnlySentiment'""]",0.729049219
"""since default serializations for different languages are different.""","[""'Others'""]",0.056881212
"""Quick to do at first (and a good learning experience), but slow to maintain for production.""","[u""'Usability'""]",0.082923543
"""1.""","[""'Others'""]",0.200279288
"""If the framework is easy enough to adopt then you should be able to go from vanilla to the framework with more ease than from another framework, when the need arises.""","[""'Usability'""]",0.325253201
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.781086995
"""It has the foundation blocks for IRIS Matching SYstem.It has the following features:* Basic QT UI - Needs qt-make and qt-sdk on top of gc++ and make to build* Iris Detection from Image file.""","[""'Usability'""]",0.111520823
"""(not very active though.""","[""'Community'""]",0.149546464
"""Don't we also need to MAC the ciphertext to get authenticated encryption?""","[""'Security'""]",0.182711558
"""The library is still part of the JRE, and will probably be that way for the future.""","[""'Others'""]",0.280236409
"""Configure the debugger on the command line with the onthrow=com.whatever.TurnOnDebuggerException part added 4.""","[""'Others'""]",0.91294437
"""I find logging in Java to be confusing, inconsistent, poorly documented, and especially haphazard.""","[""'Usability'""]",0.05400497
"""In other words, no vendor lock-in.""","[""'Legal'""]",0.718296905
"""Is there any IDE that simplifies creating Swing applications (ideally something along the lines of Visual Studio) .""","[""'Usability'""]",0.200015615
"""Same with BufferedReader's readLine().""","[""'Others'""]",0.93286064
"""It would certainly emit the same message (at least if entry and object are the same ;)) so please forgive my nitpicking.""","[""'Usability'""]",0.721359621
"""No it isn't.""","[""'Usability'""]",0.927432947
"""I'm not really sure what you are trying to solve; at the end of the day each jvm will either have replicated instances of the objects, or stubs representing objects existing on another (logical) server.""","[""'Others'""]",0.500272052
"""You probably read something about the 'Swing Application Framework', which while _built using_ Swing, is not 'Swing'.""","[""'Others'""]",0.278587465
"""It will at highest only hit a few % from performance.""","[""'Performance'""]",0.921435967
"""Damn, people around here are getting used to newbie questions and don't expect any better.""","[""'Community'"", ""'OnlySentiment'""]",0.354755853
"""Just wanted to tell you I loved this solution.""","[""'Documentation'""]",0.281728478
"""After a longer period of slow progress, URL_http://java.net/projects/swingx/sources/svn/history?""","[""'Performance'""]",0.448155037
"""I'd suggest using slf4j, since it can use log4j as a backend if that's what you need.""","[""'Usability'""]",0.117852286
"""How to transfer files from one computer to another over the network using Java?""","[u""'Others'""]",0.264056827
"""Converting JSON to Java.""","[""'Others'""]",0.470509965
"""To give context, this is the preceding code for all 3 approaches: CODETERM1 CODETERM2 CODETERM3 CODETERM4 1) CODETERM5 2) CODETERM6 CODETERM7 CODETERM8 CODETERM9 CODETERM10 CODETERM11 CODETERM12 CODETERM13 CODETERM14 3) CODETERM15 CODETERM16 CODETERM17 CODETERM18 So, after running 500 tests on each approach with the same request/response data, here are the numbers.""","[""'Others'""]",0.93550355
"""It is build to tackle security issues in Java SE not Java EE.""","[""'Security'""]",0.6957867
"""I am sorry.""","[""'OnlySentiment'""]",0.19113555
""" Technology marches on.""","[""'Others'""]",0.539173239
"""Can some one please explain me what is the difference between swing and awt?""","[""'Others'""]",0.142068378
"""CODESNIPPET_JAVA2 .""","[""'Others'""]",0.210648538
"""When the message arrives at the browser a new connection is opened?""","[""'Others'""]",0.711642194
"""It's owned by VMWare.""","[""'Others'""]",0.513740332
"""Woof is a cool Python script that might work for you: URL_http://www.home.unix-ag.org/simon/woof.html [ URL_http://www.home.unix - ag.org/simon/woof.html] .""","[""'OnlySentiment'""]",0.314610724
"""isn't it better to close stream/streamreader ?""","[""'Others'""]",0.5722654
"""The other option is SWT together with the Eclipse RCP, but it's harder (though not impossible) to integrate ""pure"" Swing components into such an application.""","[""'Usability'""]",0.463594918
"""What I really like about Spring Security is once it is set up the security is integrated into the project seamlessly.""","[""'Security'"", ""'Usability'""]",0.922341501
"""There is really no big difference between polling and long-lived connections.""","[""'Others'""]",0.380270893
"""I have found JFace to be very rich and powerful; in some cases it might even be the main reason for choosing SWT.""","[""'Performance'"", ""'Usability'""]",0.026351933
"""Wouldn't Oauth2 be an overdo for this?""","[""'Security'""]",0.9276027
"""I'm looking for an API with the following requirements 1.""","[u""'Others'""]",0.392704992
"""You may want to look at URL_http://simple.sourceforge.net/ [Simple] , its the closest thing I've found to the System.Xml.Serialization in .Net.""","[""'Others'""]",0.493322667
"""Step over (F6) each method to find which call returns null .""","[""'Others'""]",0.326907022
"""Read/convert an InputStream to a String.""","[""'Others'""]",0.637005489
"""For code that only open local file, it is a reasonable option to ask them to be encoded in the platform default encoding.""","[""'Usability'""]",0.058539908
"""Basically AWT came first and is a set of heavyweight UI components (meaning they are wrappers for operating system objects) whereas Swing built on top of AWT with a richer set of lightweight components.""","[""'Performance'""]",0.456485784
""""" What?""","[""'Others'""]",0.436000714
"""This is an old question (2008) so there are many more options now than there were then: CXF** has three different URL_http://cxf.apache.org/docs/jax-rs-client-api.html [REST-Client-options] (mentioned above).""","[""'Others'""]",0.879411359
"""It promises to invoke REST services and create list of objects from XML/JSON/YAML response in one step.""","[""'Others'""]",0.501912962
"""Else it will mess up.""","[""'OnlySentiment'""]",0.174292629
"""Although JMX is definately not meant for this kind of use, we have proven that it can be done - with no code changes and a minimal amount of XML (a big Thank You to Spring for MBeanExporter and MBeanProxyFactoryBean).""","[""'Usability'""]",0.021930553
"""Logging in Java has been a disorganized mess leaving developers like me frustrated and confused.""","[""'Usability'""]",0.35531652
"""There doesn't seem to be any shorter way of doing it, except using an external library (like URL_http://stackoverflow.com/questions/326390 /is-there-an-alternative-to-this-way-of-read-file-to-a-string-in-java#326413 [Willi-aus-Rohr] mentioned).""","[""'Usability'""]",0.001711339
"""The above code reads from a file, but you can easily read from a URL as in the following example that reads stock info from google.""","[""'Usability'""]",0.107064702
"""I like XStream.""","[""'OnlySentiment'""]",0.0173096
"""I'm searching the java library for parsing XML (complex configuration and data files), I googled a bit but couldn't found other than dom4j (Seems like they are working on V2)..""","[""'Community'""]",0.077990787
"""Kundera is a object-datastore mapping tool for Cassandra, Hbase and MongoDB.""","[u""'Compatibility'""]",0.719489985
"""It's awesome when your managers say ""Wow James!""","[""'OnlySentiment'""]",0.780085435
"""Despite the fact that I've chosen quite a big buffer (1MB), I get the feeling that the CODETERM5 almost never actually fills the buffer, which causes more IO writes than I would like.""","[""'Bug'"", ""'Performance'""]",0.885829055
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.37400844
"""Avoid accessing the underlying operating system.""","[""'Others'""]",0.752043452
""" URL_http://stackoverflow.com/questions/8980204/configuring-cxf-with-spring-to-use-moxy-for-xml-marshalling-unmarshalling/8989659#8989659 [Configuring-CXF-with-Spring-to-use-MOXY-for-XML-marshalling/unmarshalling] .""","[""'Others'""]",0.59697551
"""We're running out of memory when we have 20+ clients sending their requests at the same time.""","[""'Bug'""]",0.76677169
"""This can be parsed with Gson the following way: CODESNIPPET_JAVA1 .""","[""'Others'""]",0.083806796
"""(it's under BSD license).""","[""'Legal'""]",0.352304338
""" awt componentsare heavy weight.""","[""'Performance'""]",0.801885176
"""Netbeans is the simplest to use ( URL_http://netbeans.org/ [ URL_http://netbeans.org/ ] ).""","[""'Usability'""]",0.424839964
"""What is the best solution for messaging?""","[""'Others'""]",0.973835687
"""It is not bloated.""","[u""'Usability'""]",0.394469306
"""Which version of Axis are you using?""","[""'Compatibility'""]",0.479266335
"""Check out the URL_http://web-harvest.sourceforge.net/samples.php [project's -samples-page] to see if it's a good fit for what you are trying to do.""","[""'Documentation'""]",0.691222562
"""@jontro When you like doing everything by hand?""","[""'Others'""]",0.045586591
"""No no no... Dropwizard supports OAuth2 on the back end - so you would implement your own OAuth2 service, and then have the browser perform the auth handshake with it; completely independent from Google, et al.""","[""'Security'""]",0.67644052
"""Do the work now, it'll last (forever?""","[""'Others'""]",0.150240859
"""[enter image description here]( URL_http://i.stack.imgur.com/f6bUp.jpg ) .""","[""'Others'""]",0.33053224
"""What I've done in the past is hash the key via something like SHA256, then extract the bytes from the hash into the key byte[].""","[""'Others'""]",0.973501068
"""Also beware of initializing a CODETERM19 with a CODETERM20 as that will only allocated the size of the String + 16 characters, which in most cases will just start the degenerate re-allocation and copy cycle that you are trying to avoid.""","[""'Performance'""]",0.698882579
"""Be careful when calling Sop on Collection, it can throw CODETERM1 Exception.""","[""'Bug'""]",0.437474677
"""@Igal I didn't measure it.""","[""'Others'""]",0.870410169
"""AWT is platform dependent3 .""","[""'Portability'""]",0.902824139
"""Since it is a web application, there are greater chances of multiple threads accessing this component at a time.""","[u""'Performance'""]",0.949453233
"""The SPI (service provider interface) defines them, and you can extend the API to define your own.""","[""'Others'""]",0.774557915
"""This solution uses multibyte characters.""","[""'Documentation'""]",0.096393883
"""or you can use: URL_http://www.eclipse.org/ [Eclipse] with the URL_http://www.eclipse.org/windowbuilder/ [Windowbuilder] URL_http://marketplace.eclipse.org/content/windowbuilder-pro-gui-designer [plugin] (it can be downloaded URL_http://marketplace.eclipse.org/content/windowbuilder-pro-gui-designer [here] and URL_http://www.eclipse.org/windowbuilder/download.php [here] ) Personally, I prefer eclipse with URL_http://marketplace.eclipse.org/content /windowbuilder-pro-gui-designer [Windowbuilder] , but that's just me.""","[""'Usability'""]",0.660957628
"""JAXB 2.0 also has support for JSON serialization using Jettison.""","[""'Usability'""]",0.830167542
"""I'd be surprised if you get much benefit.""","[""'OnlySentiment'""]",0.718292906
"""What set's Jgoodies apart from the rest?""","[""'Others'""]",0.145345346
"""Commons Codec has an implementation of URL_http://commons.apache.org/proper /commons-codec/apidocs/org/apache/commons/codec/language/Soundex.html [soundex] and URL_http://commons.apache.org/proper/commons- codec/apidocs/org/apache/commons/codec/language/Metaphone.html [metaphone] .""","[""'Others'""]",0.288037906
"""Luckily I am already using this jar, so i could use this straight away.""","[""'Compatibility'"", ""'Usability'""]",0.314151436
"""Haha - of course it does!""","[""'Others'""]",0.154353492
""" Support for entity relationships and JPA queries.""","[u""'Usability'""]",0.062341061
"""Changed to use StringBuilder.""","[""'Usability'""]",0.296558901
"""A connector in REST is a software element that enables the communication between components, typically by implementing one side of a network protocol.""","[""'Others'""]",0.394555181
"""Agreed -- but throw NullPointerException() if the problem is a null reference!.""","[""'Bug'""]",0.997903419
"""Also, there is a method that only take a inputStream argument, if you are find with the default encoding.""","[""'Others'""]",0.940268589
"""When I was sending data back and forth between js and c# I had zero problems whatsoever.""","[""'Bug'""]",0.237718326
"""It's been pre-tuned to scale up to 16 nodes, 20k concurrent users.""","[""'Performance'""]",0.898161095
"""It's 2.5 years old.""","[""'Others'""]",0.504487247
"""If I use document.write I don't see any output.""","[u""'Usability'""]",0.563009819
"""They all have their strong and weak sides, for example how easy they integrate with Spring.""","[""'Compatibility'""]",0.122111981
"""If you write it yourself, it will probably be non-standard and you will have to maintain it yourself.""","[""'Compatibility'""]",0.855694235
"""I want it to remine text.""","[""'Others'""]",0.804261483
"""Preferably, a project in active development.""","[""'Usability'""]",0.172394094
"""Here is a URL_http://www.holovaty.com/writing/headless-html-rendering- engine/ [link] to get you started, I am sure you can use Google to find out more information.""","[""'Documentation'""]",0.52058687
"""This may be desirable, or unintended.""","[""'OnlySentiment'""]",0.142542782
"""If not, strict adherence to the SQL standard is also fine.""","[""'Usability'""]",0.961895988
"""JOOQ is maybe a better choice for hardcore SQL development, but Querydsl has a simpler API and supports also other backends (JPA, JDO, Lucene, Mongodb etc.""","[""'Usability'""]",0.01953988
"""Say I'm planning to build a web application and some of the functional requirements include (apart from the usual hard hitting security reqs),- Need to have users sign up for a new account profile- Authenticate user using the native app authentication / Facebook or Google or Yahoo or OpenId login- Allow lost password retrieval- Session handling needs Is there an out of the box frameworks (Drupal, Liferay, Tapestry with Tynamo, Wicket ??""","[""'Security'""]",0.991622065
"""It's async but not highly concurrent.""","[""'Performance'""]",0.838344474
"""Active MQ vs JBoss Messaging.""","[""'Others'""]",0.930100868
"""highly concurrent at any rate.""","[""'Performance'""]",0.811103569
"""URL_http://geeknizer.com/best-java-swing-look-and-feel-themes-professional- casual-top-10/ [See-here-for-a-top-10] .""","[""'Others'""]",0.885761821
""" \- then you just call lc.login(); and authenticate the credentials.""","[""'Security'""]",0.112288317
"""I have used this approach to access shared Spring beans from a webapp.""","[""'Usability'""]",0.303098709
"""I know that Wicket and Hibernate uses Simple Logging Facade for Java ( URL_http://www.slf4j.org/ [SL4J] ) and that Spring is using the URL_http://commons.apache.org/logging/ [logging-component-from-Apache-Commons] .""","[""'Compatibility'""]",0.620961775
"""I've never looked at the source for Derby.""","[""'Others'""]",0.618030188
"""Yes I have done similar likewise but good ole log4j is almost in every project except for really really new projects and its the only one I can remember how to configure.""","[""'Usability'""]",0.165386589
"""The answer depends on how you view (the contract of) your getters.""","[""'Others'""]",0.748527242
"""Apache HttpComponents saved the day.Our project currently still uses an ugly hybrid, with a few dodgy adapters to convert java.net.URLs to the URIs HttpComponents uses.""","[""'Usability'""]",0.056700739
"""Do I need to create any class?""","[""'Others'""]",0.371654197
"""I've only got a couple other examples: URL_http://www.digizol.org/2009/10/java - encrypt-decrypt-jce-salt.html and URL_http://cs.saddleback.edu/rwatkins/CS4B/Crypto/FileEncryptor.html but they are not complete.""","[""'Usability'""]",0.594981394
"""Though the output is ok, these classes are hardly the performance peak of the week...""","[""'Performance'""]",0.559829354
"""Your idea of having an Id is not exaclty what I need, because I need to prove that there are no equal triplets.""","[""'Others'""]",0.136129326
"""newlines are gone after this.""","[""'Others'""]",0.978654624
"""Now, even the longest response does not carry 4MB of data.""","[""'Others'""]",0.932996689
"""Here's the most elegant, pure-Java (no library) solution I came up with after some experimentation: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.084313444
"""FYI - I answered this three years ago.""","[""'Others'""]",0.972793955
"""Ideally with try/finally...""","[""'Others'""]",0.381282225
"""It's also not faster to implement (because the low-level implementations of JAX-RS have already been tested and debugged for you; less for you to do) and the cost of learning it isn't very high as it is a mostly declarative API with very few surprises.""","[""'Performance'""]",0.106144771
"""There are methods for start/end of a document, element and so on.""","[""'Others'""]",0.569290365
"""I highly recommend URL_http://www.jboss.org/resteasy [JBoss-RESTEasy] for the REST API.""","[""'OnlySentiment'""]",0.153461005
"""You can use apache commons.In the IOUtils you can find the toString metod with 3 helpfull implementations.""","[""'Usability'""]",0.099869123
""" Apache Lucene(TM) is a high-performance, full-featured text search engine library written entirely in Java.""","[""'Performance'"", ""'Usability'""]",0.982358565
"""It looks like it uses reflection on bean-style properties and uses similar rules as Hibernate/JPA lazy-loading for serialization, so if you give it an object to serialize it will leave out collections (unless you tell it to include them) so you don't end up serializing the entire object graph.""","[""'Others'""]",0.85613271
"""Just curious - why the downvote?""","[""'Community'""]",0.255726297
""":) .. please check my edited question.""","[""'Others'""]",0.005169572
"""I'm not sure what the current most widely installed version of the Java plugin is - this may be different today.""","[""'Others'""]",0.326622914
"""Is this what CharSet should have been?""","[""'Others'""]",0.214497017
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.395550098
"""@jmort253 Many libraries are large, slow but powerful.""","[""'Performance'"", ""'Usability'""]",0.928151028
"""If Swing is deprecated, what is the alternative?""","[""'Usability'""]",0.016310281
"""@Guillaume Cot I guess the message here is that you never should be ""fine with the default encoding"", since you cannot be sure of what it is, depending on the platform the java code is run on.""","[""'Portability'""]",0.673979685
"""For example.""","[""'Others'""]",0.787254249
"""So this is definitely what you are looking for: URL_http://www.sqlparser.com/features/sql-formatter.php [A-SQL-formatter- library] that support Oracle, SQL Server, DB2, MySQL, Teradata and PostgreSQL.""","[""'Usability'""]",0.41647466
"""Looks like logback is the best choice.""","[""'OnlySentiment'""]",0.69968571
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.996866503
"""You just have to try it to see how it works - no screenshot can show how good it works.""","[""'Usability'""]",0.583819096
"""Presumably the Apache HTTP client will be doing some buffering, with a smaller buffer.""","[u""'Performance'""]",0.479412764
"""This made Swing unfortunately slow to catch on.""","[""'Performance'""]",0.534427465
""" conclusion on the answers:** Some answers told me that I should not chain getters one after another, some answers showed my how to debug my code if I disobayed that advice.""","[""'Others'""]",0.514107634
"""Unless your clients are real servers (in which case you're really the client), have them contact you and send a response to mimic push.""","[u""'Others'""]",0.128057278
"""@rblasch: I really like that answer, as it points me to the original problem: There are methods which may return null, and others that may not.""","[""'Usability'""]",0.507407667
"""Try this code: CODESNIPPET_JAVA1 .""","[""'Others'""]",0.846933831
""" Option 1 Disable CODETERM1 (your second jboss-web.xml), bundle your Hibernate JARs into your app and add the following properties to your CODETERM2 (to ""avoid"" the issue you're facing): CODESNIPPET_JAVA1 .""","[""'Others'""]",0.089852535
"""And in addition, you can put CODETERM1 into other frames without creating another frame class for this.""","[""'Others'""]",0.032051958
"""NIO has a Charset (not CharSet) class called java.nio.charset.Charset.""","[""'Others'""]",0.572516516
"""In addition, if someone is using NetBeans,there is a number of smart wizards, that are very helpful.""","[""'Usability'""]",0.237933873
"""If you do, gist it and I'll append your results to the answer.""","[""'Documentation'""]",0.211585556
"""JBoss recently redid their entire implementation of Messaging, ala JBoss MQ has been replaced with JBoss Messaging, and now again as ""HornetQ"".""","[""'Others'""]",0.396483802
"""Jersey can serialize POJOs to JSON without any annotations using Jackson.""","[""'Usability'""]",0.399783167
"""Those are stored in properties files that are automatically managed (loading, structure) by the SAF.""","[""'Others'""]",0.723352355
"""Yes I think slf4j is what I'll go with.""","[""'Usability'""]",0.48004366
"""(shown below) I left out try/catch blocks for the sake readability.""","[""'Usability'""]",0.58352201
"""Since the concept of a Windows ""remote login"" isn't as well- established as it is under Linux, this may be preferable.""","[""'Compatibility'"", ""'Portability'""]",0.055783517
"""If you are just reading straight through a file, this will most likely not get you much of anything.""","[""'Others'""]",0.673036074
"""I was looking for the quickest and simplest way to get a text file into a String.""","[""'Performance'"", ""'Usability'""]",0.981434955
"""I'd recommend it.""","[""'OnlySentiment'""]",0.24002551
"""There is a variation on the same theme that uses a for loop, instead of a while loop, to limit the scope of the line variable.""","[""'Others'""]",0.668647343
"""URL_http://dn.codegear.com/article/26970 [Swing-vs-AWT] .""","[""'Others'""]",0.240727894
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.299438513
"""URL_http://www.terracotta.org/ [Terracotta] might be a good fit here (disclosure: I am a developer for Terracotta).""","[""'Community'""]",0.548164514
"""The new kid on the block which provides NIO support (although truthfully I don't think this really improves performance for clients like it does servers).""","[""'Performance'""]",0.310977981
"""Please give a description on what you are trying to accomplish.""","[""'Others'""]",0.390653781
""" Portability: use of native peers creates platform specific limitations.""","[""'Portability'""]",0.928038841
"""If you have CODETERM1 object, how should you process that object and produce a CODETERM2 ?""","[""'Others'""]",0.251387567
"""It includes URL_http://www.instantiations.com/windowbuilder/swingdesigner/index.html [Swing-Designer] , which is a Swing UI builder.""","[""'Others'""]",0.951831753
""" package, it can't be replaced by swapping a JAR - which is the way SLF4J bridges the other frameworks.""","[""'Usability'""]",0.021782428
